income,age,employment_type,credit_score,past_repayment_history,transaction_behaviour,cash_flow_volatility,rent_payment_on_time,utility_bills_on_time,loan_amount,interest_rate,tenure_years,loan_to_value_ratio,debt_to_income_ratio,loan_to_income_ratio,cross_loan_exposure,declared_value,market_value,price_trend,crime_index,natural_disaster_risk,unemployment_rate,overvaluation_detected,document_consistency_check,synthetic_identity_detected,anomaly_patterns,industry,industry_growth_rate,regional_unemployment,regional_inflation,recession_indicator,portfolio_concentration_risk
113079,46,freelancer,595,late_payments,spending_heavy,low,True,False,670799,6.63,22,0.78,0.39,4.98,5,771630,877361,stable,medium,low,7.1,False,passed,False,"unusual_large_transaction,sudden_address_change",hospitality,-1.5,5.8,1.1,False,medium
133858,41,salaried,342,late_payments,moderate,medium,True,False,479114,8.01,30,0.79,0.23,1.31,3,694491,107528,rising,medium,medium,6.1,False,passed,False,unusual_large_transaction,healthcare,0.5,5.5,8.3,True,high
31645,50,contract,321,good,moderate,high,True,True,346868,11.01,11,0.92,0.12,1.28,5,480486,456964,stable,high,low,7.9,False,passed,True,multiple_ids_used,hospitality,3.9,11.2,10.0,True,low
136709,24,self_employed,753,default,frugal,high,True,True,741745,10.6,25,0.91,0.11,5.18,0,908723,615358,falling,high,low,4.7,False,passed,True,multiple_ids_used,retail,4.3,9.2,8.9,True,low
120384,26,salaried,607,mixed,spending_heavy,low,False,False,716084,9.07,10,0.8,0.25,1.61,0,679099,745798,falling,high,low,14.2,False,passed,False,"multiple_ids_used,unusual_large_transaction",IT,4.7,2.1,4.4,False,medium
35893,39,salaried,342,mixed,moderate,low,False,True,301691,10.08,20,0.51,0.11,3.47,1,284700,403155,stable,low,medium,11.9,False,passed,False,"none,unusual_large_transaction",healthcare,5.1,2.5,7.1,True,low
78407,44,self_employed,555,default,spending_heavy,low,False,True,770879,11.66,20,0.54,0.26,3.66,4,107874,877039,rising,high,medium,7.8,False,passed,False,"sudden_address_change,unusual_large_transaction",hospitality,3.8,8.6,7.4,False,medium
91727,47,freelancer,585,late_payments,moderate,high,True,False,765532,8.21,26,0.62,0.33,5.38,5,292430,308330,stable,high,medium,14.2,True,passed,False,"unusual_large_transaction,none",retail,5.3,3.5,2.6,False,medium
27470,34,freelancer,322,mixed,frugal,low,False,False,178741,6.73,28,0.81,0.74,2.68,1,563164,214178,stable,medium,low,4.3,True,passed,True,"sudden_address_change,none",healthcare,-1.3,7.3,4.8,True,high
130714,25,self_employed,558,default,moderate,medium,False,True,525746,7.91,19,0.76,0.72,1.23,3,796402,659120,rising,low,medium,6.1,True,passed,True,multiple_ids_used,IT,2.9,11.0,1.8,True,medium
55699,54,self_employed,412,late_payments,spending_heavy,medium,False,True,469656,10.47,16,0.6,0.17,1.03,1,211015,498086,rising,low,medium,9.6,False,failed,True,"unusual_large_transaction,sudden_address_change",manufacturing,4.1,3.1,3.8,True,medium
134862,64,freelancer,327,good,moderate,medium,True,False,266198,8.56,20,0.83,0.57,5.01,4,422589,921595,rising,low,high,7.3,True,passed,True,unusual_large_transaction,retail,7.6,11.2,2.7,False,high
39068,64,self_employed,767,default,frugal,low,False,False,249767,7.91,29,0.76,0.77,2.59,5,358770,582367,falling,medium,medium,14.0,True,passed,True,"sudden_address_change,multiple_ids_used",healthcare,4.6,9.0,7.0,False,low
58463,50,self_employed,573,late_payments,frugal,high,False,False,504000,5.45,13,0.94,0.67,1.59,2,980868,877006,rising,high,low,3.4,True,passed,False,"multiple_ids_used,sudden_address_change",IT,4.6,4.7,4.7,False,medium
36430,36,self_employed,557,default,frugal,high,True,False,947587,7.78,27,0.56,0.31,2.05,1,666078,454967,stable,medium,medium,14.9,False,failed,False,none,retail,-3.1,7.9,3.8,True,high
94163,30,contract,415,default,spending_heavy,high,True,True,235055,8.87,26,0.71,0.71,2.59,4,786515,126121,rising,high,low,6.2,True,passed,False,"unusual_large_transaction,multiple_ids_used",manufacturing,2.3,6.8,2.9,False,medium
108464,26,freelancer,700,good,frugal,high,False,True,973010,8.39,15,0.55,0.6,5.34,2,713104,665470,falling,high,low,11.6,False,failed,True,none,healthcare,4.8,11.3,1.6,False,high
136806,64,contract,367,late_payments,moderate,high,False,False,778450,7.21,20,0.68,0.35,3.97,1,109821,570664,falling,low,high,5.5,False,failed,True,"unusual_large_transaction,none",IT,-4.2,2.1,1.8,False,medium
35455,39,self_employed,672,default,moderate,medium,True,False,811111,8.0,11,0.53,0.32,3.91,5,406599,475774,rising,low,medium,10.2,False,passed,False,multiple_ids_used,healthcare,-4.4,2.0,9.7,True,low
21621,41,contract,849,mixed,moderate,medium,True,False,994351,5.01,27,0.54,0.17,2.52,2,144978,617027,stable,medium,high,10.8,True,passed,False,sudden_address_change,healthcare,5.9,2.3,6.4,True,low
23658,65,salaried,692,good,moderate,medium,False,False,175994,6.04,15,0.58,0.76,1.19,5,359999,179375,rising,high,low,7.0,False,passed,True,"sudden_address_change,unusual_large_transaction",retail,-0.9,10.1,9.7,False,medium
56189,59,salaried,766,default,spending_heavy,low,False,False,101933,6.96,6,0.87,0.19,3.93,2,451433,608216,stable,medium,medium,8.4,True,passed,False,"multiple_ids_used,unusual_large_transaction",IT,5.1,6.8,6.8,False,high
77528,38,salaried,340,late_payments,frugal,medium,True,True,117510,10.61,23,0.78,0.29,2.24,1,198602,418231,stable,low,medium,8.2,False,passed,False,"unusual_large_transaction,multiple_ids_used",manufacturing,-1.7,10.4,7.5,False,high
82176,24,self_employed,537,late_payments,moderate,high,True,False,754729,5.79,27,0.51,0.2,5.58,4,924306,905313,falling,high,medium,5.2,True,passed,True,"none,multiple_ids_used",IT,7.0,2.4,4.0,True,high
118304,37,contract,621,good,moderate,high,False,False,855168,8.71,6,0.71,0.24,5.12,3,709440,447928,stable,high,high,9.4,True,passed,False,sudden_address_change,hospitality,0.4,4.9,2.8,False,high
80689,65,contract,459,late_payments,moderate,high,True,False,381679,6.81,14,0.59,0.69,1.96,1,483673,278134,stable,medium,high,5.1,True,passed,False,sudden_address_change,hospitality,2.2,4.1,6.5,True,low
38415,50,contract,841,mixed,frugal,medium,True,True,129074,5.24,17,0.57,0.52,3.24,1,240757,287211,falling,low,high,3.2,False,failed,False,"multiple_ids_used,unusual_large_transaction",manufacturing,4.7,7.1,7.1,True,medium
114156,47,freelancer,428,good,moderate,low,True,False,904965,6.64,20,0.94,0.61,2.79,1,502385,868776,stable,low,medium,14.6,False,failed,False,"none,multiple_ids_used",hospitality,2.2,9.9,3.1,True,high
98174,62,salaried,535,good,spending_heavy,medium,True,True,769587,6.99,10,0.58,0.11,2.53,5,159293,723446,rising,medium,low,5.7,True,passed,False,unusual_large_transaction,construction,-1.0,9.6,4.7,False,medium
100255,47,freelancer,690,good,frugal,high,True,True,579979,10.46,21,0.9,0.67,3.89,4,237078,214276,rising,medium,low,13.4,False,passed,True,"multiple_ids_used,none",hospitality,2.2,6.5,8.3,False,low
31834,35,freelancer,584,default,moderate,high,True,False,350279,7.6,21,0.72,0.14,4.73,3,840273,536897,stable,high,high,9.8,False,passed,True,multiple_ids_used,healthcare,6.5,4.0,5.3,True,medium
118153,37,self_employed,367,good,moderate,high,True,False,782871,5.73,26,0.64,0.43,1.59,1,308763,648237,rising,medium,high,14.3,False,passed,False,unusual_large_transaction,construction,-0.1,4.9,3.9,True,high
124951,35,salaried,789,good,frugal,medium,False,True,259635,7.21,20,0.52,0.41,3.43,1,592424,466660,stable,high,medium,14.0,True,passed,False,sudden_address_change,construction,-5.0,4.0,7.1,True,high
55250,58,freelancer,485,good,spending_heavy,low,True,False,768127,10.17,19,0.87,0.67,2.55,2,175903,184847,falling,high,medium,8.1,False,failed,True,multiple_ids_used,retail,2.8,10.0,7.4,False,high
119661,43,salaried,707,mixed,moderate,low,False,False,575059,11.53,10,0.74,0.46,2.02,4,457539,451250,rising,high,low,12.0,True,failed,False,unusual_large_transaction,healthcare,2.6,5.0,7.0,True,high
28876,39,self_employed,721,default,frugal,medium,True,True,852161,11.55,17,0.89,0.18,1.63,0,695706,393602,falling,high,medium,12.2,True,passed,True,unusual_large_transaction,hospitality,6.1,3.9,4.3,False,high
114883,61,freelancer,340,late_payments,frugal,low,False,True,416210,8.52,14,0.72,0.68,3.79,2,734138,264030,stable,high,low,3.6,False,failed,True,"unusual_large_transaction,sudden_address_change",IT,6.6,6.7,7.3,False,low
88224,39,contract,804,good,spending_heavy,medium,True,False,461946,8.61,25,0.79,0.64,5.36,2,826634,586252,stable,medium,high,8.8,True,passed,False,sudden_address_change,retail,5.6,3.5,1.4,True,low
38598,60,salaried,558,mixed,moderate,medium,False,False,711606,9.65,27,0.9,0.78,3.17,1,671431,769396,rising,medium,low,10.8,False,failed,True,sudden_address_change,manufacturing,7.2,6.7,8.7,False,medium
72994,62,freelancer,827,good,spending_heavy,low,False,False,487132,7.18,5,0.66,0.15,2.37,4,839780,267034,falling,low,high,9.0,True,failed,True,unusual_large_transaction,IT,-2.7,6.8,6.4,True,medium
111680,63,self_employed,313,default,moderate,low,True,False,886010,7.97,7,0.79,0.55,4.84,1,848664,608245,falling,medium,low,7.2,True,failed,True,"none,multiple_ids_used",hospitality,7.4,8.9,7.2,True,medium
41547,58,freelancer,365,good,spending_heavy,medium,False,True,344791,9.93,13,0.67,0.2,4.78,2,897727,888239,falling,medium,high,6.7,True,failed,False,multiple_ids_used,manufacturing,1.1,8.1,3.8,True,medium
127511,24,salaried,617,default,spending_heavy,low,True,False,243418,9.85,28,0.57,0.46,1.13,0,573725,285960,stable,medium,high,11.9,True,passed,False,sudden_address_change,IT,-3.8,5.2,9.1,True,high
93695,34,freelancer,457,mixed,frugal,low,False,False,111676,7.39,16,0.52,0.21,3.74,2,447488,846082,stable,high,high,10.5,False,failed,True,"multiple_ids_used,unusual_large_transaction",construction,-2.0,2.3,6.4,True,medium
137805,38,self_employed,568,good,frugal,low,True,False,190808,8.76,19,0.58,0.57,3.73,2,597953,191922,rising,medium,high,8.2,True,failed,True,"unusual_large_transaction,sudden_address_change",manufacturing,4.9,3.9,1.5,True,high
68677,23,contract,670,default,moderate,medium,False,False,276242,7.75,20,0.83,0.45,2.85,3,814233,384761,rising,high,high,14.0,True,passed,False,"none,unusual_large_transaction",IT,4.4,7.9,9.1,False,medium
78544,38,contract,353,mixed,spending_heavy,low,True,False,925410,9.28,7,0.51,0.59,3.77,3,493626,891370,falling,high,high,12.0,False,failed,True,"sudden_address_change,none",construction,0.1,5.1,5.3,True,medium
96898,51,salaried,513,default,frugal,high,True,True,958949,10.01,5,0.88,0.38,1.17,2,964684,852903,rising,high,low,8.0,False,failed,False,"unusual_large_transaction,sudden_address_change",retail,2.7,5.7,6.1,False,high
107377,29,freelancer,459,late_payments,frugal,high,True,False,465885,11.27,17,0.7,0.68,2.63,0,346307,383188,stable,medium,low,4.2,True,failed,True,"none,unusual_large_transaction",IT,6.5,5.7,3.5,True,high
29723,22,salaried,773,default,moderate,low,False,True,168785,11.79,6,0.82,0.25,4.58,2,919779,686242,falling,low,medium,9.5,False,passed,False,multiple_ids_used,manufacturing,3.0,8.1,4.5,False,medium
111620,65,freelancer,844,good,frugal,high,True,False,187745,10.47,23,0.82,0.48,4.65,3,631880,565192,stable,medium,low,6.4,False,failed,False,"unusual_large_transaction,none",hospitality,-0.5,10.3,7.0,True,medium
133146,25,salaried,738,late_payments,moderate,low,True,True,143083,11.4,30,0.87,0.41,3.7,2,504002,463072,falling,low,medium,12.7,True,failed,False,unusual_large_transaction,manufacturing,4.1,7.3,6.7,False,medium
50997,60,freelancer,670,mixed,spending_heavy,medium,True,False,978824,8.09,14,0.88,0.39,4.74,3,463325,306266,stable,medium,low,10.1,True,failed,False,sudden_address_change,IT,7.4,2.5,3.5,False,medium
38261,50,self_employed,730,default,spending_heavy,medium,False,False,226342,7.83,22,0.94,0.29,5.83,0,249411,898772,falling,low,high,14.1,False,failed,False,"multiple_ids_used,sudden_address_change",IT,7.7,5.0,3.3,True,high
64304,35,self_employed,557,mixed,moderate,high,False,True,638099,8.99,10,0.64,0.43,2.04,0,226886,616019,falling,medium,high,13.8,True,failed,True,unusual_large_transaction,manufacturing,-1.4,9.8,2.8,False,medium
73416,49,contract,483,mixed,moderate,medium,False,False,259719,7.14,24,0.75,0.77,1.03,5,230648,764135,stable,medium,low,11.4,False,failed,False,"multiple_ids_used,unusual_large_transaction",IT,-3.4,2.3,7.6,False,high
34607,64,self_employed,850,mixed,spending_heavy,high,True,True,505674,11.31,12,0.69,0.59,1.01,2,223207,285459,falling,high,low,8.4,False,passed,True,"unusual_large_transaction,sudden_address_change",construction,3.1,11.7,3.5,False,high
78863,53,freelancer,755,good,moderate,medium,False,False,630126,7.9,21,0.52,0.72,1.98,1,659086,209517,stable,medium,high,9.4,False,failed,True,none,healthcare,-3.9,2.1,6.4,True,high
54472,37,freelancer,336,default,spending_heavy,low,True,True,235921,11.13,25,0.9,0.32,2.4,1,965970,156090,stable,medium,low,15.0,False,failed,True,"sudden_address_change,multiple_ids_used",hospitality,-1.5,6.7,3.1,False,medium
28321,38,freelancer,304,mixed,frugal,high,True,True,324939,7.04,25,0.83,0.37,5.1,3,720751,322093,falling,medium,low,9.4,False,passed,True,none,retail,2.7,5.6,6.1,False,medium
55905,36,freelancer,401,late_payments,spending_heavy,high,False,False,672053,10.88,14,0.9,0.34,1.96,0,526227,800571,rising,high,medium,14.6,True,passed,True,"multiple_ids_used,sudden_address_change",healthcare,1.5,9.5,7.9,False,low
64809,48,self_employed,548,good,moderate,medium,False,False,722797,8.09,30,0.86,0.33,4.81,4,755831,118026,rising,low,medium,3.3,True,passed,False,multiple_ids_used,hospitality,4.2,9.3,8.9,False,high
43250,40,freelancer,313,mixed,moderate,medium,False,False,970895,10.81,30,0.83,0.54,4.44,3,887109,632742,stable,medium,low,9.7,False,passed,False,unusual_large_transaction,hospitality,3.0,6.8,3.9,True,medium
53290,25,salaried,522,late_payments,spending_heavy,medium,False,False,130050,11.29,27,0.92,0.16,1.08,5,220009,631670,stable,medium,low,14.3,True,failed,True,none,construction,-4.8,10.3,3.0,True,medium
71267,28,self_employed,839,default,moderate,low,False,False,617468,8.41,6,0.79,0.56,5.56,3,749805,106272,rising,low,high,3.4,True,failed,True,none,retail,-3.2,9.0,2.8,True,medium
89257,46,contract,405,default,frugal,high,True,False,998094,6.44,16,0.73,0.38,2.4,1,669291,102035,stable,medium,medium,6.2,True,failed,False,multiple_ids_used,construction,4.0,10.8,9.8,True,high
92087,34,salaried,399,late_payments,frugal,high,True,True,901447,10.45,14,0.85,0.79,2.23,1,415236,723986,rising,low,medium,10.9,False,failed,True,none,construction,1.5,3.7,4.5,False,medium
77004,50,contract,741,mixed,frugal,high,True,True,247098,9.76,11,0.71,0.17,3.09,5,210999,686881,falling,low,low,4.9,True,failed,False,none,IT,-0.1,5.6,1.5,False,high
76930,60,salaried,583,late_payments,frugal,high,False,True,769675,7.24,20,0.57,0.14,4.92,0,230168,845147,stable,medium,medium,7.3,False,passed,True,"multiple_ids_used,none",healthcare,-4.2,2.9,6.2,True,low
40628,63,salaried,450,mixed,moderate,medium,True,False,967988,9.45,29,0.57,0.33,3.9,4,511280,573553,rising,high,low,7.8,False,failed,False,"sudden_address_change,none",construction,-4.3,7.9,4.5,True,medium
137513,55,self_employed,467,mixed,moderate,medium,False,False,283093,5.66,9,0.82,0.17,2.58,2,748234,162629,stable,high,high,10.6,False,failed,True,"sudden_address_change,unusual_large_transaction",construction,1.3,8.3,4.7,True,low
70395,40,contract,837,good,moderate,low,True,True,184998,7.42,25,0.95,0.39,3.48,4,411114,741403,falling,low,high,11.5,True,failed,True,sudden_address_change,hospitality,-0.8,3.6,4.5,True,medium
50407,54,self_employed,440,good,spending_heavy,low,False,True,446196,10.22,20,0.73,0.53,1.6,0,682468,272515,rising,high,medium,5.2,False,passed,True,"multiple_ids_used,sudden_address_change",construction,6.6,8.4,6.4,True,low
126079,56,salaried,469,late_payments,frugal,high,True,True,692727,10.88,28,0.85,0.37,3.54,4,910975,632764,falling,low,medium,7.2,True,failed,True,sudden_address_change,healthcare,-0.3,6.3,2.9,False,high
81754,45,freelancer,848,good,moderate,low,False,False,370211,7.57,15,0.53,0.21,5.63,5,559008,97815,rising,medium,high,14.9,True,failed,True,"sudden_address_change,unusual_large_transaction",IT,6.5,10.9,3.3,True,high
30424,61,contract,561,mixed,spending_heavy,high,True,True,990503,6.78,12,0.77,0.6,4.89,3,641302,517539,rising,medium,medium,13.9,False,passed,False,"sudden_address_change,multiple_ids_used",retail,-1.8,4.9,5.1,True,high
72640,28,salaried,441,late_payments,moderate,high,True,False,301657,8.07,8,0.75,0.8,4.43,5,611563,888820,falling,low,medium,14.9,True,failed,True,sudden_address_change,IT,-4.5,6.3,7.7,False,medium
109738,46,self_employed,749,default,frugal,low,False,False,796591,8.3,26,0.76,0.68,4.73,1,825992,583511,falling,high,medium,5.5,True,passed,False,"unusual_large_transaction,sudden_address_change",manufacturing,0.2,8.2,7.2,False,high
40070,30,salaried,710,mixed,moderate,low,True,True,175574,8.74,11,0.86,0.12,3.64,4,652141,452550,falling,high,low,3.7,False,passed,True,unusual_large_transaction,hospitality,0.7,11.1,9.2,False,medium
57051,40,contract,742,late_payments,frugal,low,True,True,415455,5.68,15,0.69,0.36,2.87,3,329108,143170,falling,medium,low,5.5,False,passed,False,"multiple_ids_used,unusual_large_transaction",IT,-4.9,4.4,6.0,True,high
82678,47,contract,309,mixed,moderate,medium,False,True,695666,7.05,9,0.53,0.53,1.04,5,702782,115184,rising,high,medium,13.5,False,passed,False,"sudden_address_change,none",healthcare,4.3,9.7,8.9,True,low
146752,31,freelancer,546,late_payments,moderate,low,False,False,762553,8.09,30,0.5,0.61,1.77,1,378103,879059,stable,medium,medium,11.8,False,failed,True,none,IT,6.6,5.4,1.9,True,low
41569,22,freelancer,572,default,frugal,low,False,False,993503,6.03,11,0.86,0.71,5.9,0,351298,917161,stable,low,high,14.5,True,passed,True,multiple_ids_used,manufacturing,-3.0,5.8,3.0,False,low
59129,64,self_employed,536,good,moderate,high,False,False,636223,10.22,23,0.63,0.61,1.6,2,988582,772130,falling,medium,low,8.9,True,failed,True,unusual_large_transaction,healthcare,5.7,3.5,8.5,False,high
125774,55,freelancer,787,default,moderate,medium,True,True,502251,10.23,12,0.53,0.21,5.99,0,772192,790561,rising,medium,medium,4.6,True,passed,False,"unusual_large_transaction,multiple_ids_used",manufacturing,-4.6,9.4,8.7,True,high
54097,21,contract,447,good,frugal,high,True,True,810630,7.26,30,0.65,0.57,5.72,0,706913,363605,falling,high,medium,6.7,True,failed,False,sudden_address_change,manufacturing,-4.4,8.1,9.4,True,medium
132880,29,self_employed,651,good,frugal,high,False,False,833411,7.87,10,0.52,0.1,2.11,5,660041,544670,stable,low,high,4.1,False,passed,False,none,healthcare,5.2,11.6,7.8,True,low
